Review,Liked,Review_cleaned,Review_lemmatized,Review_tokenized,Review_Length,polarity,sentiment
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,this really vegas fine dining used be right ladies no prices,this really vega fine dining used be right lady no price,"['this', 'really', 'vega', 'fine', 'dining', 'used', 'be', 'right', 'lady', 'no', 'price']",121,-0.0314,0
The waitresses are very friendly.,1,the friendly,the friendly,"['the', 'friendly']",33,0.4939,1
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,dish not curry lovers,dish not curry lover,"['dish', 'not', 'curry', 'lover']",72,-0.4717,1
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,everything menu also made amazing vegetarian,everything menu also made amazing vegetarian,"['everything', 'menu', 'also', 'made', 'amazing', 'vegetarian']",127,0.5859,1
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,i night reviews im not go back,i night review im not go back,"['i', 'night', 'review', 'im', 'not', 'go', 'back']",100,0.0,0
The service here leaves a lot to be desired.,0,the service lot,the service lot,"['the', 'service', 'lot']",44,0.0,1
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,the atmosphere touch,the atmosphere touch,"['the', 'atmosphere', 'touch']",72,0.0,1
"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,not definitely place come back every while,not definitely place come back every while,"['not', 'definitely', 'place', 'come', 'back', 'every', 'while']",81,-0.3089,1
We literally sat there for 20 minutes with no one asking to take our order.,0,we literally sat minutes no one take order,we literally sat minute no one take order,"['we', 'literally', 'sat', 'minute', 'no', 'one', 'take', 'order']",75,-0.296,0
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,the burger absolutely no flavor meat totally bland burger overcooked no charcoal flavor,the burger absolutely no flavor meat totally bland burger overcooked no charcoal flavor,"['the', 'burger', 'absolutely', 'no', 'flavor', 'meat', 'totally', 'bland', 'burger', 'overcooked', 'no', 'charcoal', 'flavor']",132,-0.6106,0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,i also decided not back waitress looked like heart attack,i also decided not back waitress looked like heart attack,"['i', 'also', 'decided', 'not', 'back', 'waitress', 'looked', 'like', 'heart', 'attack']",114,-0.1531,0
I dressed up to be treated so rudely!,0,i treated,i treated,"['i', 'treated']",37,0.0,0
It was probably dirt.,0,it probably dirt,it probably dirt,"['it', 'probably', 'dirt']",21,-0.34,0
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,love place spot i want something healthy not lacking flavor,love place spot i want something healthy not lacking flavor,"['love', 'place', 'spot', 'i', 'want', 'something', 'healthy', 'not', 'lacking', 'flavor']",99,0.802,1
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,i ordered ice also incredible,i ordered ice also incredible,"['i', 'ordered', 'ice', 'also', 'incredible']",69,0.0,0
"The food sucked, which we expected but it sucked more than we could have imagined.",0,the food sucked expected sucked could,the food sucked expected sucked could,"['the', 'food', 'sucked', 'expected', 'sucked', 'could']",82,-0.7184,0
Interesting decor.,1,interesting decor,interesting decor,"['interesting', 'decor']",18,0.4019,1
What I really like there is the crepe station.,1,what i really like station,what i really like station,"['what', 'i', 'really', 'like', 'station']",46,0.4201,1
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,also served hot bread butter home made potato chips bacon good,also served hot bread butter home made potato chip bacon good,"['also', 'served', 'hot', 'bread', 'butter', 'home', 'made', 'potato', 'chip', 'bacon', 'good']",120,0.4404,1
you can watch them preparing the delicious food!),1,watch preparing delicious food,watch preparing delicious food,"['watch', 'preparing', 'delicious', 'food']",49,0.5719,1
Both of the egg rolls were fantastic.,1,both egg rolls fantastic,both egg roll fantastic,"['both', 'egg', 'roll', 'fantastic']",37,0.5574,1
"When my order arrived, one of the gyros was missing.",0,when order arrived one gyros,when order arrived one gyro,"['when', 'order', 'arrived', 'one', 'gyro']",52,0.0,0
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,i salad wings ice cream dessert left feeling quite,i salad wing ice cream dessert left feeling quite,"['i', 'salad', 'wing', 'ice', 'cream', 'dessert', 'left', 'feeling', 'quite']",94,0.128,1
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,im not really sure best hot dog valley phoenix,im not really sure best hot dog valley phoenix,"['im', 'not', 'really', 'sure', 'best', 'hot', 'dog', 'valley', 'phoenix']",99,-0.6959,1
The best place to go for a tasty bowl of Pho!,1,the best place go tasty bowl pho,the best place go tasty bowl pho,"['the', 'best', 'place', 'go', 'tasty', 'bowl', 'pho']",45,0.6369,1
The live music on Fridays totally blows.,0,the live music totally,the live music totally,"['the', 'live', 'music', 'totally']",40,0.0,0
I've never been more insulted or felt disrespected.,0,ive never insulted felt disrespected,ive never insulted felt disrespected,"['ive', 'never', 'insulted', 'felt', 'disrespected']",51,0.6348,0
Very friendly staff.,1,very friendly staff,very friendly staff,"['very', 'friendly', 'staff']",20,0.5413,1
It is worth the drive.,1,it worth drive,it worth drive,"['it', 'worth', 'drive']",22,0.2263,1
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,i heard good things place every hope i could of,i heard good thing place every hope i could of,"['i', 'heard', 'good', 'thing', 'place', 'every', 'hope', 'i', 'could', 'of']",94,0.7003,1
Food was great and so was the serivce!,1,food great,food great,"['food', 'great']",38,0.6249,1
The warm beer didn't help.,0,the warm beer didnt,the warm beer didnt,"['the', 'warm', 'beer', 'didnt']",26,0.2263,0
Great brunch spot.,1,great brunch spot,great brunch spot,"['great', 'brunch', 'spot']",18,0.6249,1
Service is friendly and inviting.,1,service friendly,service friendly,"['service', 'friendly']",33,0.4939,1
Very good lunch spot.,1,very good lunch spot,very good lunch spot,"['very', 'good', 'lunch', 'spot']",21,0.4927,1
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,ive since first and last time ive place,ive since first and last time ive place,"['ive', 'since', 'first', 'and', 'last', 'time', 'ive', 'place']",100,0.0,0
The WORST EXPERIENCE EVER.,0,the worst experience ever,the worst experience ever,"['the', 'worst', 'experience', 'ever']",26,-0.6249,0
Must have been an off night at this place.,0,must night place,must night place,"['must', 'night', 'place']",42,0.0,0
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,the sides delish gold puree white,the side delish gold puree white,"['the', 'side', 'delish', 'gold', 'puree', 'white']",80,0.0,0
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,if bug never i would given sure side wall bug,if bug never i would given sure side wall bug,"['if', 'bug', 'never', 'i', 'would', 'given', 'sure', 'side', 'wall', 'bug']",139,-0.2411,1
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,for minutes were waiting salad realized wasnt coming time soon,for minute were waiting salad realized wasnt coming time soon,"['for', 'minute', 'were', 'waiting', 'salad', 'realized', 'wasnt', 'coming', 'time', 'soon']",106,0.0,0
My friend loved the salmon tartar.,1,my friend loved salmon,my friend loved salmon,"['my', 'friend', 'loved', 'salmon']",34,0.7964,1
Won't go back.,0,wont go back,wont go back,"['wont', 'go', 'back']",14,0.0,0
Extremely Tasty!,1,extremely tasty,extremely tasty,"['extremely', 'tasty']",16,0.0,0
Waitress was good though!,1,waitress good though,waitress good though,"['waitress', 'good', 'though']",25,0.4404,1
Soggy and not good.,0,soggy not good,soggy not good,"['soggy', 'not', 'good']",19,-0.3412,0
The Jamaican mojitos are delicious.,1,the delicious,the delicious,"['the', 'delicious']",35,0.5719,1
Which are small and not worth the price.,0,which small not worth price,which small not worth price,"['which', 'small', 'not', 'worth', 'price']",40,-0.1695,0
- the food is rich so order accordingly.,1,food order,food order,"['food', 'order']",40,0.0,1
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,the shower area outside not take full shower unless dont mind everyone see,the shower area outside not take full shower unless dont mind everyone see,"['the', 'shower', 'area', 'outside', 'not', 'take', 'full', 'shower', 'unless', 'dont', 'mind', 'everyone', 'see']",127,0.0,0
The service was a bit lacking.,0,the service bit lacking,the service bit lacking,"['the', 'service', 'bit', 'lacking']",30,0.0,0
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,lobster bisque filet all needed salt course none tables,lobster bisque filet all needed salt course none table,"['lobster', 'bisque', 'filet', 'all', 'needed', 'salt', 'course', 'none', 'table']",118,0.0,0
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,going business someone cook come in,going business someone cook come in,"['going', 'business', 'someone', 'cook', 'come', 'in']",89,0.0,1
"It was either too cold, not enough flavor or just bad.",0,it either cold not enough flavor bad,it either cold not enough flavor bad,"['it', 'either', 'cold', 'not', 'enough', 'flavor', 'bad']",54,0.431,0
I loved the bacon wrapped dates.,1,i loved bacon,i loved bacon,"['i', 'loved', 'bacon']",32,0.5994,1
This is an unbelievable BARGAIN!,1,this,this,['this'],32,0.0,1
The folks at Otto always make us feel so welcome and special.,1,the folks always make us feel special,the folk always make u feel special,"['the', 'folk', 'always', 'make', 'u', 'feel', 'special']",61,0.4019,1
"As for the ""mains,"" also uninspired.",0,as also,a also,"['a', 'also']",36,0.0,0
This is the place where I first had pho and it was amazing!!,1,this place i first pho amazing,this place i first pho amazing,"['this', 'place', 'i', 'first', 'pho', 'amazing']",60,0.5859,1
This wonderful experience made this place a must-stop whenever we are in town again.,1,this wonderful experience made place town again,this wonderful experience made place town again,"['this', 'wonderful', 'experience', 'made', 'place', 'town', 'again']",84,0.5719,1
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,if food isnt bad enough you enjoy dealing people,if food isnt bad enough you enjoy dealing people,"['if', 'food', 'isnt', 'bad', 'enough', 'you', 'enjoy', 'dealing', 'people']",102,0.7227,1
